CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Account_Opening_Duration,Product_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total _Amount _Of_Transactions,Number_Of_Transactions,Avg_Utilization_Ratio
709632483,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,40,3,2," $1,438.30 ", $906.00 , $532.30 ,4457,84,0.63
718431258,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,4,3," $3,126.00 "," $1,503.00 "," $1,623.00 ",3662,74,0.481
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6," $6,885.00 "," $1,611.00 "," $5,274.00 ",3804,67,0.234
769577358,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2," $2,787.00 "," $1,761.00 "," $1,026.00 ",4358,89,0.632
815589558,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3," $1,867.00 "," $1,478.00 ", $389.00 ,4097,70,0.792
715315008,Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,3," $4,640.00 "," $1,555.00 "," $3,085.00 ",3870,70,0.335
779252283,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,29,6,3," $2,712.00 "," $2,411.00 ", $301.00 ,5201,82,0.889
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,43,4,2," $1,438.30 ", $721.00 , $717.30 ,4606,86,0.501
716570958,Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,2," $14,409.00 ", $511.00 ," $13,898.00 ",2351,39,0.035
773322558,Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,48,6,1," $2,338.00 "," $1,566.00 ", $772.00 ,3964,69,0.67
714554808,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3," $2,774.00 "," $1,362.00 "," $1,412.00 ",4802,91,0.491
771464808,Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,23,6,3," $2,317.00 "," $1,301.00 "," $1,016.00 ",4161,71,0.562
708234558,Existing Customer,55,F,2,College,Divorced,Less than $40K,Blue,43,5,2," $2,239.00 "," $1,340.00 ", $899.00 ,4540,73,0.598
710188308,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,41,6,2," $1,519.00 "," $1,148.00 ", $371.00 ,4927,73,0.756
714839808,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1," $2,141.00 "," $1,176.00 ", $965.00 ,4317,64,0.549
811140933,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,29,4,1," $2,616.00 "," $1,786.00 ", $830.00 ,5219,63,0.683
788937933,Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue,25,3,1," $5,494.00 "," $1,356.00 "," $4,138.00 ",3566,81,0.247
721527858,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,40,3,5," $2,003.00 "," $1,735.00 ", $268.00 ,2343,42,0.866
718265658,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1," $2,092.00 "," $1,499.00 ", $593.00 ,4130,80,0.717
714312708,Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue,36,6,3," $6,606.00 "," $2,517.00 "," $4,089.00 ",4493,68,0.381
712675158,Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue,36,5,3," $7,075.00 "," $1,676.00 "," $5,399.00 ",4160,75,0.237
826473858,Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,40,6,1," $4,274.00 "," $1,680.00 "," $2,594.00 ",4820,60,0.393
712927383,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3," $1,438.30 ", $642.00 , $796.30 ,1939,49,0.446
708708858,Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3," $2,422.00 ", $502.00 ," $1,920.00 ",2548,46,0.207
721111233,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,43,6,3," $11,964.00 ", $800.00 ," $11,164.00 ",4853,85,0.067
719100633,Existing Customer,40,M,2,High School,Single,$120K +,Silver,36,3,4," $34,516.00 "," $1,436.00 "," $33,080.00 ",3564,73,0.042
822905058,Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3," $2,732.00 "," $1,746.00 ", $986.00 ,4702,85,0.639
816549933,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2," $1,687.00 ", $992.00 , $695.00 ,4342,82,0.588
712667958,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,36,4,3," $5,773.00 "," $2,024.00 "," $3,749.00 ",3732,71,0.351
819979458,Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2," $3,976.00 "," $1,789.00 "," $2,187.00 ",4419,75,0.45
708100533,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,36,3,3," $2,679.00 "," $2,277.00 ", $402.00 ,4943,85,0.85
802867683,Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2," $1,536.00 ", $728.00 , $808.00 ,4133,78,0.474
711893358,Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2," $2,375.00 "," $1,196.00 "," $1,179.00 ",4087,66,0.504
718596858,Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue,45,5,3," $3,369.00 "," $2,424.00 ", $945.00 ,5220,78,0.72
708338958,Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,36,5,1," $3,173.00 "," $1,713.00 "," $1,460.00 ",3797,75,0.54
815598858,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1," $2,423.00 "," $1,779.00 ", $644.00 ,4035,74,0.734
779412783,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,37,4,3," $2,376.00 "," $1,969.00 ", $407.00 ,4301,79,0.829
780036483,Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,28,4,5," $1,690.00 "," $1,459.00 ", $231.00 ,3928,69,0.863
720768258,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,34,5,2," $2,996.00 "," $2,147.00 ", $849.00 ,4724,66,0.717
714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3," $34,516.00 "," $1,426.00 "," $33,090.00 ",4814,71,0.041
787505133,Attrited Customer,36,M,3,College,Married,$120K +,Blue,24,2,2," $11,316.00 "," $1,599.00 "," $9,717.00 ",2595,49,0.141
712241433,Existing Customer,38,F,0,High School,Single,Less than $40K,Blue,30,4,2," $1,438.30 "," $1,003.00 ", $435.30 ,4247,84,0.697
708807483,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,45,5,2," $9,117.00 "," $1,259.00 "," $7,858.00 ",3837,75,0.138
714733908,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,37,6,6," $8,787.00 "," $1,087.00 "," $7,700.00 ",4537,75,0.124
721067658,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,36,6,1," $27,436.00 ", $642.00 ," $26,794.00 ",4051,81,0.023
788997408,Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3," $2,195.00 "," $1,917.00 ", $278.00 ,4205,65,0.873
719835033,Existing Customer,46,M,4,College,Married,$80K - $120K,Blue,34,5,3," $13,734.00 ", $568.00 ," $13,166.00 ",4283,67,0.041
771854808,Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2," $2,731.00 "," $1,868.00 ", $863.00 ,3915,66,0.684
717299958,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2," $2,453.00 "," $1,534.00 ", $919.00 ,4185,66,0.625
713019783,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,35,3,3," $2,644.00 "," $1,794.00 ", $850.00 ,4081,72,0.679
770968383,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2," $34,516.00 ", $825.00 ," $33,691.00 ",2022,52,0.024
709747308,Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4," $4,575.00 "," $1,344.00 "," $3,231.00 ",4726,64,0.294
801366783,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,45,3,3," $4,860.00 "," $1,772.00 "," $3,088.00 ",4329,80,0.365
798786333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,4," $1,438.30 ", $510.00 , $928.30 ,3399,66,0.355
713944833,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,36,3,3," $24,512.00 ", $766.00 ," $23,746.00 ",4561,78,0.031
713569158,Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3," $1,654.00 "," $1,474.00 ", $180.00 ,2086,47,0.891
718267233,Existing Customer,50,M,1,Graduate,Married,$120K +,Silver,38,4,3," $34,516.00 "," $1,915.00 "," $32,601.00 ",3828,65,0.055
709736658,Existing Customer,37,M,4,Uneducated,Married,$40K - $60K,Blue,27,6,3," $1,438.30 ", $759.00 , $679.30 ,4446,86,0.528
710929233,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,36,5,2," $2,800.00 "," $1,559.00 "," $1,241.00 ",4253,83,0.557
714290583,Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,36,3,2," $3,117.00 "," $1,400.00 "," $1,717.00 ",4391,85,0.449
717972408,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3," $2,558.00 "," $2,016.00 ", $542.00 ,3792,78,0.788
709888383,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,3,1," $3,147.00 "," $2,453.00 ", $694.00 ,4465,82,0.779
719549508,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,40,4,2," $2,712.00 "," $1,686.00 "," $1,026.00 ",4678,74,0.622
718211208,Existing Customer,39,M,3,High School,Married,$120K +,Blue,36,6,3," $3,281.00 "," $1,682.00 "," $1,599.00 ",4109,69,0.513
709343433,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,26,5,3," $2,469.00 "," $1,826.00 ", $643.00 ,3837,74,0.74
719006508,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1," $2,763.00 "," $1,913.00 ", $850.00 ,4136,69,0.692
794581533,Existing Customer,52,M,2,College,Single,$60K - $80K,Blue,37,4,3," $2,749.00 "," $1,380.00 "," $1,369.00 ",3882,90,0.502
710013258,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,31,3,2," $1,980.00 ", $823.00 ," $1,157.00 ",4467,69,0.416
789173958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,4,1," $1,438.30 ", $877.00 , $561.30 ,4283,76,0.61
712434708,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,39,5,3," $3,302.00 "," $2,517.00 ", $785.00 ,2682,47,0.762
717147708,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,34,6,3," $3,650.00 "," $1,270.00 "," $2,380.00 ",4250,81,0.348
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,3," $1,770.00 ", $584.00 ," $1,186.00 ",4442,83,0.33
772143333,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,35,6,3," $2,170.00 "," $1,498.00 ", $672.00 ,4569,79,0.69
771942333,Existing Customer,65,M,1,College,Single,Less than $40K,Blue,54,5,2," $5,363.00 "," $1,309.00 "," $4,054.00 ",3855,63,0.244
713858733,Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,53,4,3," $2,566.00 "," $2,164.00 ", $402.00 ,4344,73,0.843
716924958,Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0," $6,812.00 "," $1,926.00 "," $4,886.00 ",2288,48,0.283
719614758,Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,34,3,2," $2,700.00 "," $1,977.00 ", $723.00 ,4984,75,0.732
771500358,Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,31,5,3," $4,332.00 "," $1,313.00 "," $3,019.00 ",4093,84,0.303
715060158,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,26,5,2," $1,783.00 "," $1,282.00 ", $501.00 ,3853,76,0.719
779725833,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,26,4,3," $11,761.00 "," $1,775.00 "," $9,986.00 ",4946,73,0.151
716592558,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3," $2,340.00 "," $1,101.00 "," $1,239.00 ",4501,68,0.471
771020133,Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue,32,3,3," $2,859.00 "," $1,776.00 "," $1,083.00 ",4440,79,0.621
709153008,Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue,36,3,3," $2,523.00 "," $2,481.00 ", $42.00 ,4683,76,0.983
721175283,Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,3,1," $2,697.00 "," $1,410.00 "," $1,287.00 ",4489,58,0.523
715503558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,6,2," $3,542.00 "," $2,417.00 "," $1,125.00 ",4127,71,0.682
819943458,Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,52,6,4," $34,516.00 "," $1,000.00 "," $33,516.00 ",1777,37,0.029
721351983,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3," $3,492.00 "," $2,517.00 ", $975.00 ,2510,47,0.721
714477408,Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,36,3,3," $2,977.00 "," $1,340.00 "," $1,637.00 ",2201,39,0.45
718471758,Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,37,5,2," $30,976.00 "," $2,051.00 "," $28,925.00 ",3193,69,0.066
711607833,Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue,36,5,2," $2,810.00 "," $2,384.00 ", $426.00 ,4875,97,0.848
719277033,Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue,34,5,3," $8,997.00 ", $708.00 ," $8,289.00 ",4558,62,0.079
813905508,Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,52,4,3," $2,002.00 "," $1,188.00 ", $814.00 ,3735,73,0.593
719761458,Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,36,3,2," $4,998.00 "," $1,626.00 "," $3,372.00 ",4329,61,0.325
708222558,Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2," $2,310.00 "," $1,513.00 ", $797.00 ,4191,77,0.655
709603608,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,1," $2,345.00 "," $1,643.00 ", $702.00 ,4634,69,0.701
804661083,Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,45,3,2," $2,135.00 "," $1,506.00 ", $629.00 ,4821,77,0.705
718420308,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,3,1," $3,397.00 "," $1,658.00 "," $1,739.00 ",4208,75,0.488
714046608,Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue,39,5,6," $19,719.00 "," $1,395.00 "," $18,324.00 ",3572,73,0.071
789076083,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,6,3," $2,775.00 "," $1,475.00 "," $1,300.00 ",4608,84,0.532
714045783,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2," $2,547.00 "," $1,965.00 ", $582.00 ,2160,46,0.771
721092783,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3," $19,838.00 "," $1,290.00 "," $18,548.00 ",3982,68,0.065
818502708,Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,3," $2,284.00 "," $1,674.00 ", $610.00 ,4885,86,0.733
712942308,Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,36,6,1," $11,535.00 "," $1,527.00 "," $10,008.00 ",3730,67,0.132
787501758,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,39,5,2," $4,038.00 "," $1,237.00 "," $2,801.00 ",4188,68,0.306
714990633,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3," $2,078.00 "," $1,696.00 ", $382.00 ,4382,82,0.816
788776008,Existing Customer,43,M,3,College,Married,$80K - $120K,Blue,24,6,3," $4,726.00 "," $1,161.00 "," $3,565.00 ",4683,91,0.246
719354433,Existing Customer,48,M,1,College,Single,$80K - $120K,Silver,36,6,3," $34,516.00 "," $1,629.00 "," $32,887.00 ",4042,78,0.047
716272158,Attrited Customer,41,F,3,College,Married,$40K - $60K,Blue,15,5,3," $4,312.00 "," $2,517.00 "," $1,795.00 ",2693,56,0.584
717073308,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,31,5,6," $2,679.00 ", $727.00 ," $1,952.00 ",4804,78,0.271
789105183,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,42,3,1," $34,516.00 "," $2,488.00 "," $32,028.00 ",4401,87,0.072
715739733,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1," $1,793.00 "," $1,141.00 ", $652.00 ,5293,88,0.636
779217333,Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue,49,6,2," $2,228.00 "," $1,502.00 ", $726.00 ,3922,75,0.674
712133508,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,22,5,0," $2,577.00 "," $1,582.00 ", $995.00 ,4734,75,0.614
712446783,Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue,30,5,3," $4,038.00 "," $1,530.00 "," $2,508.00 ",2400,41,0.379
719782458,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,39,3,3," $7,201.00 "," $1,992.00 "," $5,209.00 ",3981,76,0.277
718141983,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,43,6,3," $1,883.00 "," $1,295.00 ", $588.00 ,5187,89,0.688
718853358,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36,5,1," $3,308.00 "," $2,517.00 ", $791.00 ,5104,85,0.761
817094283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,23,5,3," $8,597.00 ", $903.00 ," $7,694.00 ",5173,78,0.105
772409733,Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1," $3,400.00 "," $2,307.00 "," $1,093.00 ",4742,90,0.679
717534108,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,3,1," $2,405.00 "," $1,410.00 ", $995.00 ,4421,79,0.586
816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3," $34,516.00 "," $1,104.00 "," $33,412.00 ",1989,47,0.032
710770383,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,4,3," $1,438.30 ", $582.00 , $856.30 ,4915,92,0.405
713744058,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,36,6,2," $2,359.00 "," $1,509.00 ", $850.00 ,5232,78,0.64
713023158,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,31,3,1," $2,901.00 "," $2,143.00 ", $758.00 ,4239,78,0.739
709982658,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,31,4,2," $9,759.00 "," $2,038.00 "," $7,721.00 ",4226,77,0.209
715398858,Existing Customer,57,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3," $2,525.00 "," $1,203.00 "," $1,322.00 ",4360,78,0.476
715615233,Existing Customer,60,F,1,High School,Divorced,Less than $40K,Blue,48,5,3," $2,737.00 "," $1,812.00 ", $925.00 ,4507,86,0.662
710650608,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3," $19,262.00 "," $1,480.00 "," $17,782.00 ",4812,85,0.077
719051733,Existing Customer,63,M,0,College,Single,$60K - $80K,Blue,51,4,2," $2,706.00 ", $889.00 ," $1,817.00 ",5047,64,0.329
789900633,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,40,5,3," $3,263.00 "," $1,522.00 "," $1,741.00 ",4288,69,0.466
709902108,Existing Customer,51,M,2,High School,Married,$80K - $120K,Blue,40,4,3," $8,169.00 ", $794.00 ," $7,375.00 ",4927,70,0.097
713666058,Existing Customer,46,F,5,College,Divorced,$40K - $60K,Blue,38,6,1," $3,276.00 "," $1,915.00 "," $1,361.00 ",4264,76,0.585
819752133,Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue,36,6,2," $1,636.00 ", $986.00 , $650.00 ,4695,73,0.603
711061908,Existing Customer,48,F,1,Graduate,Married,Less than $40K,Blue,38,6,2," $1,449.00 ", $749.00 , $700.00 ,4039,50,0.517
744231708,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,38,3,3," $1,513.00 ", $788.00 , $725.00 ,4166,71,0.521
711780108,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,38,4,3," $4,120.00 "," $1,578.00 "," $2,542.00 ",4792,81,0.383
721418133,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,33,6,2," $2,016.00 ", $972.00 ," $1,044.00 ",4535,82,0.482
720124758,Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,40,5,4," $2,509.00 ", $450.00 ," $2,059.00 ",2239,47,0.179
711052308,Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3," $2,751.00 "," $2,432.00 ", $319.00 ,4453,75,0.884
709827933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3," $12,230.00 "," $1,196.00 "," $11,034.00 ",3659,76,0.098
787568433,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1," $7,328.00 ", $936.00 ," $6,392.00 ",4518,79,0.128
715435758,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1," $3,046.00 "," $1,231.00 "," $1,815.00 ",4711,77,0.404
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,41,4,2," $16,207.00 ", $922.00 ," $15,285.00 ",3621,83,0.057
715129233,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,36,6,3," $2,902.00 "," $1,634.00 "," $1,268.00 ",4748,74,0.563
714083208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,38,5,2," $1,585.00 "," $1,304.00 ", $281.00 ,4656,80,0.823
716559108,Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,36,6,2," $2,899.00 "," $2,418.00 ", $481.00 ,4296,68,0.834
708499608,Existing Customer,49,M,5,Post-Graduate,Single,$40K - $60K,Silver,36,6,1," $15,525.00 "," $1,299.00 "," $14,226.00 ",4042,78,0.084
794947683,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,3," $2,118.00 "," $1,189.00 ", $929.00 ,4541,60,0.561
716442333,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,25,6,2," $2,275.00 "," $1,468.00 ", $807.00 ,4977,88,0.645
772189308,Existing Customer,59,F,1,College,Single,Less than $40K,Blue,48,5,2," $2,601.00 "," $1,888.00 ", $713.00 ,4899,62,0.726
721529583,Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,41,6,3," $4,642.00 "," $2,413.00 "," $2,229.00 ",3532,72,0.52
711505308,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3," $2,636.00 "," $1,619.00 "," $1,017.00 ",4727,83,0.614
711131958,Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue,42,4,3," $3,743.00 ", $881.00 ," $2,862.00 ",4621,71,0.235
756598833,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3," $6,236.00 "," $1,204.00 "," $5,032.00 ",5389,84,0.193
714503433,Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3," $1,615.00 ", $950.00 , $665.00 ,2212,43,0.588
779643858,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,38,5,5," $2,033.00 "," $1,037.00 ", $996.00 ,4100,82,0.51
715532208,Existing Customer,65,F,1,High School,Single,Less than $40K,Blue,55,3,3," $4,010.00 "," $1,504.00 "," $2,506.00 ",3807,61,0.375
719130558,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,44,5,2," $1,669.00 "," $1,000.00 ", $669.00 ,4085,69,0.599
713522058,Existing Customer,39,F,0,College,Married,Less than $40K,Blue,30,3,2," $1,978.00 ", $871.00 ," $1,107.00 ",4299,59,0.44
719074308,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,27,4,2," $1,438.30 ", $687.00 , $751.30 ,4621,73,0.478
710310108,Existing Customer,46,F,1,Doctorate,Married,Less than $40K,Blue,29,3,3," $2,406.00 "," $1,705.00 ", $701.00 ,4665,89,0.709
713653983,Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2," $2,973.00 "," $1,136.00 "," $1,837.00 ",4342,87,0.382
789515283,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,43,6,1," $2,157.00 "," $1,494.00 ", $663.00 ,4784,69,0.693
712169883,Existing Customer,43,M,1,College,Married,$60K - $80K,Blue,36,3,3," $13,840.00 "," $1,079.00 "," $12,761.00 ",4190,74,0.078
708712833,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1," $2,289.00 "," $1,037.00 "," $1,252.00 ",4483,72,0.453
708888633,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3," $3,022.00 ", $895.00 ," $2,127.00 ",2724,38,0.296
721012983,Existing Customer,46,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,1," $12,935.00 "," $1,417.00 "," $11,518.00 ",3528,61,0.11
714595983,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3," $1,438.30 ", $522.00 , $916.30 ,2030,37,0.363
715725858,Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,26,6,2," $2,256.00 "," $1,346.00 ", $910.00 ,4893,76,0.597
709621008,Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,6,3," $5,826.00 "," $1,482.00 "," $4,344.00 ",4135,76,0.254
717181833,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Silver,30,5,2," $10,190.00 ", $891.00 ," $9,299.00 ",3768,59,0.087
711288558,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,28,5,2," $2,035.00 "," $1,174.00 ", $861.00 ,4670,77,0.577
719690733,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,40,4,2," $4,490.00 "," $1,989.00 "," $2,501.00 ",4346,70,0.443
718026858,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,36,3,2," $2,370.00 "," $1,490.00 ", $880.00 ,4751,80,0.629
718436133,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2," $2,368.00 "," $1,244.00 "," $1,124.00 ",4289,71,0.525
719313633,Existing Customer,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2," $2,883.00 "," $1,936.00 ", $947.00 ,4244,53,0.672
713060283,Existing Customer,43,F,5,Graduate,Married,$40K - $60K,Blue,34,5,1," $7,135.00 "," $1,164.00 "," $5,971.00 ",3746,81,0.163
713070033,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,43,5,3," $1,438.30 ", $787.00 , $651.30 ,4830,79,0.547
793625583,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,42,6,1," $3,743.00 "," $2,090.00 "," $1,653.00 ",4674,67,0.558
714308283,Existing Customer,41,M,2,Doctorate,Married,$40K - $60K,Blue,32,5,3," $6,059.00 "," $1,171.00 "," $4,888.00 ",4119,70,0.193
